Observed concentration,Predicted concentration symbolic regression ALE,Predicted concentration Eleveld
2.062,3.9244514,2.847077
1.317,3.9826431,2.9019775
0.59,0.6189552,0.5483697
0.21,0.39153174,0.3668438
2.66,9.448399,6.7696657
2.22,6.5591288,4.707491
2.54,4.3800497,3.106262
2.15,3.666121,2.578366
1.75,3.6448026,2.5895946
1.54,3.650445,2.617607
1.81,3.6729922,2.6686835
1.14,3.702842,2.7139812
1.03,3.7191658,2.7351353
1.29,3.7360015,2.7555327
1.41,3.7704477,2.7945375
1.23,3.822434,2.8497236
1.71,3.8735514,2.9019754
1.55,3.9555352,2.9840398
1.53,3.9714062,2.9997911
1.31,3.9808438,3.0091434
4.12,7.6235447,6.6281214
3.76,5.171885,4.5541825
3.88,3.6786754,3.0380418
2.83,3.3951955,2.6081383
2.48,3.43847,2.639014
2.31,3.4797,2.6779118
1.91,3.5473096,2.7439313
3.24,3.596727,2.7934363
2.44,3.6017454,2.7985137
2.46,3.625733,2.8228874
1.87,3.64817,2.845815
2.92,3.6896,2.8883622
1.75,3.7460322,2.9464538
3.7,3.7982302,3.0000627
3.38,3.8949606,3.098718
2.36,4.0015907,3.206312
1.8,2.0466242,1.6235001
1.11,1.7886493,1.3924365
1.04,1.2984086,1.0614377
0.9,0.86134213,0.7784797
0.53,0.5815633,0.5739839
0.27,0.472747,0.4717128
0.18,0.0,0.0
5.5,10.902178,6.9822507
3.11,5.076918,3.30704
2.68,4.065863,2.8402748
4.01,4.019916,2.8685899
3.7,4.020588,2.9063823
3.05,4.034427,2.9690669
1.89,4.077225,3.062672
3.73,4.1010385,3.1010952
4.25,4.137288,3.1532488
2.31,4.173373,3.2011478
3.84,4.257867,3.3050752
2.02,1.6087025,1.5930254
1.45,1.0685403,1.2556899
0.87,0.70663327,0.94480044
5.4,7.689801,6.9216247
4.53,5.1989994,4.7225604
3.44,3.8656747,3.2955513
3.81,3.7500737,3.01251
3.99,3.8669162,3.0829167
4.18,3.9674437,3.1489758
4.74,4.1256824,3.2557132
3.12,4.243337,3.338698
2.86,4.2914605,3.3740559
2.05,4.3341856,3.4063625
3.41,4.4072266,3.4640224
2.99,4.4626427,3.5101607
2.98,4.468339,3.51503
2.04,4.4956822,3.538735
3.56,4.568827,3.6047795
3.42,4.691636,3.7225306
2.81,4.7985644,3.8287964
1.69,2.1216464,1.5689348
0.73,1.6332366,1.2353448
0.59,1.1426634,0.9215161
0.52,0.7243173,0.6601811
9.85,8.913046,7.0956106
6.15,6.0423384,4.844279
5.44,4.1991663,3.2632546
4.1,3.8105192,2.8578827
4.6,3.86538,2.900573
4.83,3.9186218,2.9474185
4.33,4.0040903,3.0252542
2.81,4.039212,3.0581675
2.2,4.0457745,3.064378
3.06,4.0707183,3.0881567
5.47,4.099392,3.115814
3.9,4.1552753,3.1705778
3.7,4.173792,3.1889265
1.87,4.204524,3.219541
1.86,1.8700167,1.4276454
1.38,1.5697191,1.1852095
0.89,1.0344055,0.8186293
0.59,0.64017856,0.5529385
0.39,0.3654903,0.3529306
0.2,0.2634597,0.26271424
7.49,10.0573225,7.06902
6.14,6.921517,4.873227
5.76,4.572683,3.221242
4.09,3.8060143,2.7093253
3.56,3.7750392,2.7229335
4.13,3.7725468,2.7502737
3.6,3.7804468,2.79879
3.91,3.79693,2.8408012
2.91,3.8068838,2.8601513
3.64,3.8263578,2.8929915
3.21,3.8308616,2.9000058
2.9,3.8399925,2.9137752
3.49,3.8750198,2.9628844
3.96,3.9103122,3.008921
3.23,3.979787,3.0941205
2.49,4.147922,3.2802322
1.86,1.7546309,1.6066892
1.52,1.3991297,1.3564734
0.89,0.90344995,0.9941944
1.12,0.62991637,0.7502533
1.03,0.43949512,0.44978452
1.31,1.3151644,1.284629
1.4,1.8372118,1.732271
1.78,2.3612785,2.2086234
2.27,2.841048,2.6469758
2.7,3.3229628,3.0913944
3.29,3.7839506,3.5167224
2.72,3.3800032,3.1039457
2.31,2.9163876,2.6749837
2.54,2.444951,2.249527
1.55,1.9684899,1.8222169
1.27,1.4985615,1.3996475
3.07,2.7502859,2.9369326
2.28,1.7522064,1.8906538
1.18,1.2887508,1.2171398
1.01,1.1321784,0.99816126
0.79,0.95097136,0.85885024
0.66,0.739296,0.6999766
0.46,0.519891,0.53031546
0.31,0.39361146,0.41531813
0.17,0.30671838,0.30965397
1.3,1.3964039,1.3815389
1.59,1.9185139,1.8377105
1.88,2.4282894,2.3151097
2.56,2.9072473,2.767528
3.2,3.3682601,3.2069776
3.6,3.8645287,3.6777165
5.88,5.765658,5.547842
3.45,3.9276564,3.6860418
3.51,3.380617,3.2134852
3.04,2.8992643,2.7802868
1.8,2.4201183,2.3397334
2.04,1.9406195,1.8941451
1.54,1.4722687,1.4562988
6.28,4.0178075,4.683391
2.96,3.7231238,4.115571
2.86,3.837157,3.983043
1.6,1.7009218,1.5806658
1.15,1.384633,1.2693524
0.86,1.0450871,1.0129532
0.67,0.7189149,0.74816275
0.42,0.54558134,0.57398313
0.23,0.43164197,0.425279
1.16,1.3389271,1.3873677
1.02,1.8826754,1.9070842
1.24,2.3471992,2.3611262
1.98,2.831407,2.848725
2.22,3.3417943,3.3648255
2.88,3.7766783,3.7980692
4.31,5.598323,5.6767488
5.96,7.540978,7.62439
4.45,5.781224,5.7534885
2.92,3.9178336,3.888195
2.82,3.424244,3.427528
2.88,2.9651155,2.9635038
2.65,2.526806,2.509132
2.3,2.0554433,2.0232232
1.01,1.5996555,1.5531945
4.41,5.250128,6.4367266
2.27,2.7869284,3.549166
1.7,1.9159901,1.9606637
1.14,1.6799085,1.5009886
0.92,1.4255203,1.2831234
0.84,1.1410258,1.038886
0.58,0.8709564,0.778691
0.31,0.77500683,0.6632772
0.24,0.64282966,0.45675153
1.65,1.3240924,1.3954151
2.15,1.8115304,1.8769807
2.7,2.7193005,2.8098037
4.16,3.6386592,3.7543592
4.83,4.54121,4.6822004
5.84,5.4808807,5.6524005
6.7,6.4024577,6.601876
5.91,5.560123,5.6982045
5.22,4.665465,4.784559
3.95,3.7629242,3.8572078
2.92,2.855984,2.9163797
1.91,1.9528993,1.9758806
1.49,1.5214912,1.5140355
2.68,3.5878568,4.6083546
2.05,2.2212932,2.7568696
1.82,1.7422357,1.7697266
1.55,1.5599686,1.4471738
1.26,1.3287616,1.2431016
0.95,1.0724645,1.0097824
0.64,0.82851124,0.756133
0.44,0.6978733,0.57459503
0.24,0.5920864,0.40400046
1.22,1.3150386,1.3835267
1.97,1.8078009,1.8550375
2.84,2.315042,2.3693013
2.83,2.754639,2.8116548
3.29,3.2115347,3.280919
3.85,3.7162724,3.798138
5.69,5.446793,5.598561
3.8,3.7726796,3.8017755
3.68,3.304676,3.350919
2.84,2.8393927,2.8764622
2.28,2.3864393,2.4089794
1.6,1.9338552,1.9406838
1.43,1.5251306,1.5123571
4.57,4.3504157,5.183354
2.65,3.6303592,4.178255
4.84,3.719981,3.9785297
4.82,3.8022046,3.9622653
1.64,1.8018452,1.6798651
0.95,1.205725,1.1106999
0.79,0.774102,0.7166135
0.5,0.5795865,0.48999098
0.25,0.48526752,0.3396436
1.3,1.3693185,1.2577912
1.94,1.8762615,1.6685781
2.23,2.3870213,2.0913925
2.7,2.8930047,2.5133307
3.48,3.4105468,2.9499607
3.43,3.8913243,3.3552632
5.73,5.733796,5.0108156
4.1,4.0767303,3.4089482
3.25,3.611355,3.022366
2.93,3.1278458,2.6252806
2.43,2.645176,2.226476
2.14,2.1544669,1.8200905
1.5,1.6532849,1.4060183
3.91,3.8869078,3.8769774
2.13,2.2816238,2.3224506
1.41,1.511051,1.3552705
1.01,1.3095309,1.0745175
0.78,1.1258792,0.92944103
0.65,0.89946485,0.76568735
0.55,0.64615273,0.5936869
0.44,0.4769103,0.47088367
0.2,0.35903728,0.3499753
1.01,1.1903518,1.1836579
0.9,1.6484618,1.6030209
1.65,2.1584513,2.0646317
1.94,2.6233025,2.4827898
2.45,3.0929875,2.9058201
2.44,3.5598388,3.326331
4.44,5.194432,4.910405
2.32,3.7995446,3.4306302
2.43,3.3974197,3.030168
2.25,2.9868152,2.6473598
1.9,2.5394263,2.237003
1.52,2.1230612,1.8615314
1.57,1.6740692,1.4582108
13.69,6.846354,6.60888
3.09,3.269952,3.4807427
1.46,1.643034,1.5930964
1.08,1.3926623,1.1946652
0.72,1.2248782,1.0327253
0.59,1.0029956,0.8414873
0.46,0.7222662,0.6290482
0.28,0.50269073,0.4786147
0.2,0.3696741,0.3557467
0.61,0.46106973,0.48594972
1.03,0.9315382,0.9661993
1.65,1.4046503,1.4471253
2.29,2.3202772,2.3921316
3.22,3.2402833,3.3337743
3.45,4.181649,4.2909975
4.82,5.59711,5.7543993
5.08,6.9685187,7.1593723
4.15,5.717203,5.815157
3.1,4.2541814,4.345634
2.71,3.3525853,3.4278188
1.78,2.4378848,2.4803798
1.16,1.5141017,1.5211171
0.88,1.0950662,1.0640233
5.16,10.190461,10.776813
2.59,4.133242,5.4388213
1.69,1.9059927,2.2242923
1.34,1.5745009,1.4549235
1.07,1.3358612,1.23772
0.89,1.0703875,1.0032276
0.66,0.8231157,0.75193393
0.34,0.69232255,0.5706797
0.27,0.5886485,0.4028266
0.4,0.4684189,0.49303773
0.79,0.9442066,0.9781604
1.08,1.4198345,1.4632217
4.11,2.350239,2.42159
3.4,3.2658682,3.3568962
3.35,4.1961746,4.3126564
4.4,5.626798,5.7866883
5.19,7.0354357,7.233816
5.1,5.6281896,5.742634
4.19,4.211543,4.3102007
3.36,3.2582955,3.3521311
2.34,2.3419187,2.408876
1.41,1.438108,1.4659587
1.01,0.9792053,0.96454865
9.79,12.037548,12.079776
3.11,4.587851,5.9866934
2.27,3.6852362,4.3278184
1.92,1.7573707,1.6632146
1.33,1.4371008,1.3129209
1.05,1.1041592,1.0328541
0.75,0.8057643,0.740534
0.45,0.66597635,0.5487957
0.29,0.61163163,0.45576373
0.43,0.54271895,0.4734518
0.79,1.0980422,0.94394183
1.45,1.65987,1.4163469
2.28,2.740459,2.3402455
3.63,3.8580222,3.2866275
5.15,4.965593,4.2236943
7.08,6.632111,5.6499968
4.69,5.067802,4.270742
3.93,3.9313498,3.3389125
2.91,2.80219,2.4110372
1.53,1.5841062,1.4057076
1.16,1.1051474,1.0202669
0.73,0.67656857,0.65821874
9.21,8.926031,7.87138
2.44,3.992592,4.1015215
1.44,1.522025,1.6010123
0.94,1.0310103,0.8902354
0.65,0.84079474,0.73598546
0.57,0.647742,0.59840375
0.41,0.4840664,0.46481296
0.28,0.41043568,0.36912897
0.16,0.35148847,0.26011264
0.43,0.7123286,0.45466623
0.91,1.4600573,0.96503824
1.32,2.1299887,1.4498031
2.9,3.5402644,2.4115942
3.12,4.8951044,3.39249
4.01,6.194887,4.3453007
4.14,8.103252,5.763373
3.61,5.5794067,4.337183
3.39,4.1851525,3.3687358
2.44,2.835902,2.4274893
1.67,1.508888,1.4718988
1.06,0.793604,0.90546066
0.82,0.78367805,0.8447476
3.34,9.522425,6.1244392
1.66,6.198256,3.7925115
1.23,2.6305747,1.7188239
0.91,0.8174229,0.9348368
0.76,0.50016266,0.74914086
0.67,0.45527548,0.61414576
0.49,0.42945346,0.49636447
0.32,0.40071645,0.40198216
0.17,0.34983504,0.27905044
0.3,0.43540934,0.41004717
0.72,0.8870061,0.81889623
1.86,1.3548529,1.2317462
2.18,2.2557313,2.0430455
3.28,3.1843588,2.8631732
4.49,4.1518674,3.7150397
5.88,5.576467,4.979733
4.74,4.4270754,3.8036666
3.53,3.574756,3.0097914
2.97,2.680576,2.2222502
2.06,1.7195902,1.3958899
1.18,1.191114,0.98155206
0.76,0.79334897,0.6531512
9.46,7.577601,7.08442
2.67,3.2696898,3.4933844
1.36,1.3522017,1.3633602
1.08,1.0641377,0.9035525
0.78,0.92683595,0.781443
0.75,0.7550033,0.6488128
0.54,0.551582,0.5051106
0.34,0.40609363,0.4011451
0.2,0.30487582,0.29988268
0.6,0.65557325,0.49109882
1.49,1.2993659,0.9774295
2.16,1.9275302,1.4621068
3.08,3.152841,2.3991768
3.67,4.458448,3.4031003
8.77,5.6445622,4.329341
4.99,4.260347,3.3521156
3.11,2.9134254,2.3781128
2.09,1.6152518,1.4105072
1.26,1.0216143,0.94998
0.59,0.44579312,0.48904544
11.98,6.9112515,5.2321286
2.76,3.59553,2.9592912
1.3,1.3908305,1.2647022
0.76,0.72552687,0.6695613
0.6,0.54227936,0.5348675
0.55,0.40405944,0.43400803
0.41,0.3177833,0.34361222
0.28,0.28533432,0.27526662
0.19,0.24789417,0.1906357
0.43,0.7054649,0.44888052
0.98,1.4360033,0.947066
1.48,2.0960906,1.4223249
2.2,3.4964392,2.3788533
3.31,4.8123193,3.3250935
4.02,6.1296186,4.288889
5.69,6.6147885,4.6761084
3.82,5.628592,4.3147616
2.66,4.2165933,3.3658142
2.03,2.8739605,2.4294455
1.31,1.5559472,1.492696
0.87,0.99050534,1.0217344
0.46,0.4465791,0.5557017
5.98,9.429627,5.9677663
1.95,6.260721,3.7186852
1.14,2.5949721,1.5868945
0.75,0.760716,0.8238016
0.54,0.46122,0.6656105
0.45,0.41964182,0.5496019
0.37,0.3948048,0.4465167
0.25,0.36787182,0.36254707
0.16,0.32061407,0.25343978
0.47,0.48560572,0.45955914
1.01,0.9916657,0.92200243
1.55,1.5097388,1.3888791
2.41,2.520112,2.3181643
3.08,3.5329554,3.2302675
4.06,4.5914407,4.182494
3.32,3.6981792,3.303691
2.86,2.735581,2.4127133
1.78,1.7040479,1.4859985
1.1,1.1621389,1.0251932
0.48,0.639468,0.57531863
7.4,6.1293473,5.9069667
5.4,2.6809986,3.0185006
1.53,1.104164,1.1874157
0.95,0.83000267,0.7140639
0.62,0.69821024,0.5984876
0.39,0.5478541,0.4805252
0.35,0.4007758,0.36126512
0.29,0.32251617,0.27850932
0.18,0.2718774,0.1966248
0.41,0.7329309,0.46227247
0.88,1.3968264,0.9242271
1.68,2.043794,1.3921789
2.8,3.4073942,2.322862
3.59,4.708242,3.2572114
4.85,5.9900827,4.1995983
4.21,4.3461366,3.2986798
3.08,2.9483576,2.3753843
1.51,1.6288464,1.4647632
1.05,1.0554458,1.0033243
0.51,0.44081435,0.52896804
7.05,7.6358232,4.978906
1.6,4.693772,2.8367352
0.96,1.8126432,1.1550575
0.6,0.5316386,0.6242202
0.49,0.32970065,0.50312984
0.48,0.29475117,0.40735742
0.32,0.2735446,0.32226223
0.24,0.25420234,0.2590978
0.35,0.5343822,0.42201287
0.71,1.0778011,0.84279966
0.78,1.6277127,1.2674859
1.68,2.707101,2.111006
3.04,3.7700737,2.9334602
4.53,4.8663683,3.7843637
3.35,3.8464093,2.9745932
2.07,2.7695904,2.153659
1.49,1.6678377,1.3198014
1.01,1.1157751,0.9141938
0.63,0.5707183,0.5065891
14.37,7.0226135,5.533717
3.12,3.3890798,2.8939598
1.17,1.3052362,1.1728703
0.7,0.7731552,0.64781463
0.51,0.6283097,0.5364937
0.42,0.49572316,0.44587228
0.31,0.36947066,0.3553489
0.21,0.2948704,0.29013354
0.14,0.22214778,0.21483062
0.5,0.6124649,0.42965284
0.96,1.2203349,0.8627918
1.54,1.8224493,1.2975961
2.19,3.0418534,2.169845
1.37,1.7883652,1.320077
1.02,1.1703215,0.8932962
0.51,0.5721466,0.47004968
8.09,3.4204624,2.4790337
1.54,1.8246213,1.3299918
0.74,0.7994826,0.61325246
0.47,0.4302249,0.36622816
0.34,0.32247093,0.291826
0.25,0.23620415,0.22646023
0.21,0.1706412,0.17005795
0.12,0.13826296,0.13745563
0.43,0.5408679,0.46816537
1.16,1.0943274,0.9336776
1.86,1.6556274,1.4046857
4.3,2.718242,2.3082912
4.78,3.8234754,3.2428493
7.09,4.9489665,4.187836
3.82,3.9367237,3.2959912
2.62,2.8156426,2.3676019
1.48,1.6896554,1.4454001
1.17,1.112668,0.9853871
0.51,0.55831856,0.5292636
13.97,6.185302,5.475758
2.61,2.862674,2.899725
1.28,1.1436869,1.1782162
0.7,0.76970816,0.66431576
0.48,0.62143314,0.546242
0.45,0.46725148,0.4362407
0.38,0.3384064,0.33241415
0.25,0.28188244,0.2606195
0.12,0.24098594,0.18305612
0.44,0.5262386,0.46270856
0.92,1.0726533,0.9282971
1.13,1.6271354,1.3965226
3.34,2.7085714,2.328235
1.95,3.7838323,3.2374377
4.81,4.8816576,4.168526
6.81,6.5133414,5.565549
4.08,5.045737,4.240201
3.89,3.9559622,3.3310738
3.04,2.8462992,2.4339077
1.64,1.7345742,1.4993007
1.13,1.1626061,1.0373614
0.66,0.61087507,0.5806918
4.18,8.366398,7.465293
1.78,3.7623544,3.863777
1.42,1.402032,1.4589094
0.95,0.97021157,0.83477217
0.63,0.8086863,0.69954115
0.45,0.6361201,0.5715884
0.33,0.477963,0.44389948
0.29,0.39985156,0.35111493
0.18,0.34069672,0.24834406
0.35,0.5658645,0.42024556
0.77,1.135211,0.84221363
1.48,1.7076586,1.2682723
2.26,2.7942421,2.0778584
3.24,3.9204767,2.9183643
3.03,5.102595,3.8048275
2.87,3.9726171,2.981547
1.94,2.8269486,2.1552305
1.47,1.6981419,1.3338557
1.01,1.1362749,0.92637527
0.55,0.5770114,0.5153445
7.99,6.524211,4.9172125
2.57,3.4419084,2.6899664
1.27,1.3333395,1.10216
0.77,0.74274534,0.63074404
0.55,0.60308105,0.5283744
0.47,0.47814038,0.43942523
0.41,0.36634216,0.3543625
0.26,0.29744998,0.2917962
0.17,0.22315359,0.21703649
0.65,0.6827404,0.5360554
0.8,1.364617,1.062918
1.07,2.0294168,1.5817018
1.93,3.3671467,2.6342316
1.84,4.6204834,3.6147456
3.73,5.966685,4.679163
3.61,4.479133,3.5565886
2.4,3.0566604,2.4903278
1.28,1.7381636,1.4956269
0.99,1.069452,0.9802013
0.6,0.48074344,0.5087023
7.61,7.323648,5.7697377
1.99,3.760498,3.4060836
1.09,1.4848036,1.4790078
0.73,0.87834525,0.7641527
0.54,0.67188734,0.60350996
0.49,0.49583542,0.4881749
0.35,0.37950653,0.38590518
0.22,0.3366908,0.3086999
0.15,0.29266435,0.2130744
0.34,0.5372044,0.41839638
0.74,1.08604,0.8378651
1.17,1.6410959,1.2599173
2.09,2.705541,2.077045
2.82,3.7976327,2.911234
3.16,4.910479,3.76081
4.67,6.5467305,5.018312
3.45,5.018976,3.8180985
3.07,3.9545412,3.021858
2.6,2.8555844,2.207567
1.39,1.7474858,1.3873789
1.05,1.1644679,0.96957207
0.51,0.61695105,0.5695651
10.22,7.5979943,6.0675187
2.47,4.110678,3.4809408
1.19,1.5805559,1.4057297
0.81,0.9660074,0.81828123
0.66,0.8084978,0.6956525
0.47,0.65133494,0.5866835
0.49,0.49996707,0.47933552
0.28,0.4019069,0.39662957
0.19,0.30234808,0.29649028
0.45,0.6370795,0.46544483
0.8,1.2656202,0.9345077
1.03,1.8753277,1.3988571
2.05,3.1518054,2.3582027
2.83,4.363993,3.281943
3.61,5.58441,4.2236857
2.92,4.2441406,3.3142705
1.85,2.9205875,2.368776
1.12,1.6690775,1.4443305
0.85,1.0743158,0.98254687
0.5,0.49178097,0.5240344
7.97,7.4842615,5.5670733
1.91,3.9722352,3.0637026
0.95,1.4135357,1.1966597
0.66,0.68801385,0.65204346
0.47,0.5125288,0.5254507
0.38,0.38576525,0.42359614
0.3,0.3030536,0.3315571
0.26,0.27057365,0.2645484
0.16,0.23427889,0.184587
0.28,0.69123137,0.4107062
0.63,1.3192824,0.8269177
0.99,1.9193348,1.2430599
1.61,3.2461517,2.1032999
2.53,4.4681077,2.9387805
2.87,5.6578603,3.7737658
2.37,4.1036806,2.9803333
1.52,2.8103826,2.1706953
1.3,1.6526879,1.3306534
0.72,1.0950055,0.936757
0.32,0.51376283,0.52185327
6.87,7.087161,4.4190607
1.84,4.4690886,2.4841437
0.81,1.9210134,1.0750476
0.45,0.60786456,0.61341393
0.32,0.39701974,0.51070416
0.29,0.37831578,0.42708942
0.24,0.35033566,0.350147
0.18,0.30146047,0.29126006
0.11,0.2232225,0.21597612
0.39,0.5808152,0.43739247
1.69,1.1516569,0.8659745
2.14,1.7337524,1.308426
2.16,2.8773487,2.1763463
3.43,3.9811807,3.0148602
2.58,2.810689,2.1551282
1.48,1.6188023,1.2849219
1.21,1.050547,0.86766124
0.57,0.50182563,0.45376602
9.72,4.6686726,3.5934806
1.85,2.5315595,2.0646281
0.97,1.0385519,0.89328825
0.7,0.6010545,0.5079376
0.48,0.46380925,0.40993294
0.39,0.3488321,0.33109808
0.3,0.26137054,0.25997984
0.15,0.21556325,0.2120999
0.36,0.49283013,0.5112366
0.78,0.99613863,1.0162653
1.54,1.5038877,1.5255636
4.48,2.4212604,2.4602864
2.93,3.4283633,3.4707026
3.78,4.38388,4.428906
5.1,5.8435893,5.9254527
5.62,7.3868704,7.4712625
4.24,5.8584595,5.86989
3.41,4.3414536,4.377718
2.74,3.3600733,3.4147823
3.27,2.3795073,2.4199443
1.21,1.465273,1.4785132
0.82,1.0212013,0.99774796
22.59,14.328336,13.344516
4.55,5.216709,6.605418
1.8,1.9935411,2.483087
1.27,1.5522077,1.4176396
1.000001,1.2975879,1.1854528
0.8,1.0242053,0.956274
0.62,0.78400713,0.7170473
0.4,0.6670249,0.54783785
0.27,0.6152642,0.456448
0.34,0.49342093,0.4819171
1.38,0.9972119,0.9495876
1.42,1.4964863,1.4098442
3.04,2.4569974,2.3126338
2.21,3.4399564,3.2263227
5.67,4.410175,4.124645
3.73,3.4486363,3.1652093
1.98,2.3927567,2.1987123
0.87,1.4264181,1.3437428
0.8,0.90392804,0.8832361
0.37,0.45679054,0.4831974
5.67,5.6123714,5.791674
1.58,2.5397623,3.2086093
0.93,1.0886437,1.2978723
0.57,0.8482441,0.76591754
0.43,0.70598555,0.6468502
0.39,0.54771364,0.5318053
0.3,0.3990623,0.41173124
0.2,0.31847334,0.32605112
0.12,0.25353175,0.24005562
0.26,0.5393992,0.4573458
0.56,1.0935392,0.9075697
1.06,1.6590353,1.3613572
1.41,2.7549906,2.264728
2.04,3.8313243,3.1337917
1.68,2.8281512,2.2490232
1.09,1.7096286,1.3514857
0.87,1.1272938,0.9162573
0.53,0.56601644,0.48799554
4.76,4.5491967,3.9580526
1.19,2.3050203,2.2490826
0.67,0.98036814,0.9465659
0.51,0.6864632,0.55309737
0.37,0.5527732,0.4547407
0.34,0.4129494,0.36683193
0.26,0.28843606,0.2839194
0.18,0.22523163,0.22980206
0.1,0.17237744,0.17113501
0.31,0.47785103,0.38660726
0.74,1.0276675,0.82197297
0.99,1.5726627,1.2446986
2.22,2.627422,2.0784774
2.86,3.6753767,2.8904047
3.63,4.797247,3.742146
4.43,3.8734303,2.9610205
1.75,2.8679187,2.1660447
1.14,1.8036441,1.3519366
0.82,1.2336197,0.94474036
0.46,0.6607929,0.5363109
3.38,5.9428506,4.8438134
1.73,2.878315,2.5353408
0.84,1.1658334,1.0376445
0.61,0.80225015,0.6474189
0.47,0.6727705,0.5471756
0.45,0.55043066,0.4643424
0.31,0.40711364,0.3727349
0.19,0.31175512,0.30530256
0.11,0.23305167,0.22957627
0.42,0.5440205,0.5201376
0.56,1.1004442,1.030255
0.85,1.6522639,1.5344396
1.64,2.706209,2.5165079
2.38,3.820678,3.5387719
3.06,4.9061933,4.51691
1.77,3.8430898,3.4948418
1.54,2.6573477,2.4480317
0.93,1.550249,1.4468275
0.7,1.0154209,0.9764773
0.32,0.53739,0.531224
4.02,6.5731006,6.2254953
1.28,2.6691158,3.2340639
0.75,1.1728895,1.378056
0.52,0.8926322,0.78951865
0.33,0.7359672,0.6549702
0.28,0.57485235,0.5347857
0.24,0.44072595,0.415123
0.2,0.37937388,0.32662404
0.13,0.32656822,0.22839263
0.31,0.40552458,0.40519735
0.6,0.8302261,0.81615984
0.77,1.2694063,1.2311481
1.2,2.0985978,2.0284796
2.57,2.9673104,2.8486376
3.06,3.885274,3.7059636
4.18,5.160066,4.915474
3.64,4.1544843,3.8105917
2.57,3.4092739,3.0545237
2.01,2.5684803,2.2457411
1.32,1.7152132,1.4587073
0.93,1.1803378,1.0036795
1.1,0.7029082,0.5993344
3.48,3.1218853,3.5502753
1.33,1.2498708,1.3398733
0.91,1.0039712,0.9059451
0.71,0.8899305,0.79
0.59,0.7409408,0.6565546
0.48,0.553456,0.50578153
0.32,0.40647978,0.39414278
0.16,0.30518958,0.29325232
0.4,0.56819236,0.49385592
0.93,1.1507266,0.9842826
1.27,1.7353995,1.4755732
2.3,2.87976,2.4530978
3.4,3.9803538,3.3819788
3.77,5.130567,4.353125
6.77,6.827329,5.8064313
4.2,5.164138,4.3559213
3.03,3.964456,3.392716
2.31,2.7850444,2.4223015
1.16,1.64141,1.4742504
0.87,1.0736411,1.0117964
0.56,0.5644819,0.57551867
6.66,9.025519,7.8930554
2.56,3.99621,4.1567793
1.11,1.5751715,1.6946623
0.79,1.0592875,0.9177652
0.62,0.8561724,0.7528168
0.48,0.6578755,0.6153128
0.38,0.499016,0.4830232
0.27,0.4300686,0.38456553
0.21,0.37021405,0.26997417
0.53,0.48027974,0.39988038
0.85,0.9878194,0.80878776
1.08,1.50963,1.2204971
2.0,2.52451,2.0362668
3.08,3.543077,2.8381698
4.85,4.607934,3.668196
7.13,6.1632586,4.90212
6.08,4.9019647,3.7671278
3.88,3.9753222,2.990177
2.61,2.9786153,2.1999602
1.89,1.9344225,1.39992
1.36,1.3514401,0.9915026
0.94,0.7507326,0.58361524
27.39,11.143135,8.794137
5.34,4.756158,4.1747518
2.17,1.5568306,1.4300556
1.24,1.0104104,0.81692755
0.87,0.8820851,0.70191336
0.66,0.72825986,0.587578
0.62,0.54384935,0.46889535
0.26,0.40381733,0.38103113
0.39,0.29630357,0.285647
0.61,0.5012247,0.48719358
0.81,1.0148044,0.9676345
1.5,1.5320796,1.448881
1.98,2.5312223,2.396973
5.52,3.560841,3.360205
3.69,4.521874,4.2577996
9.34,6.0236506,5.682296
6.76,7.5280614,7.0940194
6.05,6.099726,5.6799903
3.43,4.542926,4.2447124
2.99,3.4701416,3.280603
1.97,2.479929,2.3721256
1.25,1.4892346,1.441644
0.82,0.98342854,0.9630416
0.56,0.70657575,0.6826936
6.61,9.960169,9.870199
2.38,4.6791177,5.63704
1.57,1.8114831,2.1490617
1.04,1.3410045,1.1556304
0.69,1.1144814,0.9590542
0.6,0.8769654,0.7802297
0.52,0.673221,0.59854144
0.31,0.57688224,0.46593866
0.25,0.49480784,0.32408726
0.41,0.55650747,0.47693762
0.92,1.1217576,0.94786066
1.29,1.6910043,1.4212856
1.46,2.7932851,2.351542
2.53,3.9214966,3.2960045
3.58,5.037745,4.2299104
1.97,4.003208,3.3441648
1.88,2.8152297,2.3674958
1.04,1.6718283,1.4396279
0.79,1.0902312,0.9767332
0.38,0.5354604,0.52148616
12.53,6.480771,5.6013193
2.55,2.9799016,2.9749467
1.01,1.1736904,1.2196271
0.54,0.76326877,0.6662032
0.36,0.61070895,0.5446734
0.29,0.4593301,0.43810812
0.23,0.33688173,0.33718795
0.16,0.28523827,0.26606253
0.11,0.24479654,0.18665236
1.31,1.343759,1.391185
1.23,1.8611397,1.8805842
1.68,2.370015,2.3880038
1.81,2.8487985,2.8672645
2.37,3.3403807,3.3640065
2.83,3.7779562,3.7987895
2.37,3.353499,3.3478613
2.21,2.8841186,2.8778293
1.95,2.4193547,2.41315
1.82,1.9489058,1.9417808
1.23,1.4900361,1.478922
1.37,2.8292153,3.3345146
1.15,1.6907333,2.0515199
0.94,1.1981409,1.2139919
0.84,1.0519373,0.9659353
0.63,0.880528,0.81894356
0.53,0.6889349,0.6524102
0.37,0.5093292,0.47798452
0.21,0.4210792,0.36369836
0.11,0.35642847,0.25613162
1.59,1.316237,1.2074589
1.85,1.874047,1.666508
2.93,2.3852618,2.0899189
