Observed concentration,Predicted concentration symbolic regression ALE,Predicted concentration Eleveld
0.048,0.0726232,0.05582814
0.038,0.04060263,0.023726402
0.018,0.014171102,0.0050404505
0.01,3.2799351,2.3201234
6.4,5.607847,4.1642437
9.97,7.2754726,5.637151
8.78,8.484685,6.820389
8.32,9.524142,7.9462276
8.92,10.043672,8.557608
10.1,10.96176,9.732758
9.49,11.563527,10.562087
11.4,12.004881,11.176743
8.91,10.358234,10.443815
5.43,7.4962277,8.314647
3.24,6.1657047,7.203393
3.82,4.9514594,6.0840087
3.36,4.0921764,5.202163
2.6,3.4790337,4.505381
2.91,2.4722557,3.16041
1.8,1.8016669,2.08336
1.21,1.3317419,1.4837966
0.674,0.7805498,0.94157815
0.505,0.39519697,0.52555823
0.225,0.24049497,0.32953417
0.275,0.1439201,0.17865898
0.218,0.14119765,0.17354523
0.245,0.12130792,0.13422677
0.199,0.118968576,0.12961653
0.126,0.10377099,0.10246872
0.103,0.08721963,0.07723621
0.077,0.07668827,0.06274267
0.085,0.06610739,0.049370714
0.038,0.048399925,0.029845677
0.026,0.037418086,0.019699711
0.029,0.018032715,0.006062994
0.018,0.004658328,0.0006819286
0.635,2.9271626,2.4723153
3.53,4.718299,4.252715
4.69,5.838043,5.5452456
5.64,6.5604997,6.4935822
5.49,7.1257043,7.3174787
5.53,7.3941154,7.732422
6.56,7.8692894,8.469972
7.83,8.212553,8.954624
7.78,8.503025,9.309677
8.59,9.018987,9.845363
9.98,9.487546,10.2835045
10.9,9.9198885,10.676574
6.62,7.607409,8.763329
5.48,5.794005,6.992045
3.91,4.6989245,5.730323
3.53,4.028097,4.8276463
3.15,3.6080444,4.1780376
1.43,2.5994654,2.4044335
1.07,1.7750889,1.6601181
0.88,1.0389128,1.0277772
0.358,0.6443514,0.6753087
0.21,0.3157604,0.36296326
0.166,0.21329032,0.25307405
0.255,0.16401964,0.18818417
0.271,0.16321073,0.18694822
0.162,0.14050543,0.15096997
0.218,0.1388787,0.14839573
0.158,0.12297845,0.12390962
0.098,0.10935377,0.10407974
0.047,0.07604594,0.060682945
0.034,0.06516922,0.048251454
0.033,0.032705925,0.017331094
0.013,0.012054339,0.0039357645
1.95,3.0958102,2.502822
2.81,5.0807295,4.3479805
5.13,6.374629,5.7180696
4.93,7.238208,6.744791
5.05,7.8333445,7.5231423
7.02,8.260567,8.121648
8.1,8.837377,8.963095
9.84,9.234777,9.521351
11.6,9.555686,9.927791
11.9,9.313059,9.957285
10.6,7.594194,8.5617695
5.88,5.6099353,6.756809
4.51,4.3591056,5.44409
4.2,3.5640366,4.4865947
3.12,2.4914505,2.8873277
2.48,1.9536752,1.9087596
2.0,1.57136,1.4855767
1.06,1.0474646,1.0348572
0.621,0.5903505,0.6262873
0.283,0.18764488,0.22645448
0.264,0.13604873,0.16319954
0.186,0.10739317,0.12010605
0.127,0.09333719,0.09749296
0.09,0.08216543,0.080585964
0.069,0.08136253,0.07941318
0.117,0.07098017,0.064774975
0.127,0.07007298,0.06354346
0.035,0.055614535,0.04501014
0.053,0.042487174,0.030118203
0.044,0.022875214,0.011956192
0.019,0.0053671,0.0013742903
3.93,4.544985,4.2397842
5.13,5.57193,5.484177
5.03,6.2189536,6.3789234
6.37,6.6481857,7.032477
6.9,6.9521036,7.5194545
7.96,7.3723655,8.1830435
7.46,7.6841955,8.616715
6.11,7.9543376,8.937519
9.66,8.4428005,9.433579
10.4,8.890815,9.850102
11.4,9.306325,10.228724
10.9,8.32071,9.425676
2.07,6.796141,8.059596
6.76,4.9050865,6.0810604
5.73,4.174781,5.1667986
4.48,3.250793,3.752358
2.47,2.3780985,2.1901512
1.21,1.652808,1.5507945
0.504,0.9711191,0.9602445
0.46,0.6299899,0.65460646
0.33,0.31143138,0.35386598
0.322,0.20813201,0.24574465
0.268,0.20086683,0.23745357
0.232,0.14916436,0.16978116
0.424,0.1475191,0.16723296
0.146,0.11731625,0.11968741
0.103,0.103525154,0.09934722
0.08,0.08249415,0.07083454
0.046,0.06515798,0.049845573
0.014,0.011757427,0.0038893141
1.47,4.2731624,3.062792
9.4,7.2206573,5.307366
10.3,9.593963,7.239742
10.1,10.9280815,8.40361
14.5,11.709784,9.125068
13.8,12.437236,9.83387
13.0,13.369628,10.820026
17.0,13.923722,11.465229
16.1,14.298263,11.929512
16.5,13.410444,11.5431185
10.5,9.659259,8.8757
6.42,7.0983477,6.949432
4.41,5.346956,5.5554814
3.72,4.146192,4.543921
3.34,3.320024,3.807109
2.57,1.8723826,2.3534803
1.78,1.3840957,1.7429854
0.897,1.1189485,1.3931854
0.76,0.78020597,0.9677077
0.44,0.4768122,0.58623147
0.434,0.31381324,0.37990904
0.343,0.17624573,0.20347884
0.344,0.13142695,0.14421564
0.358,0.12810479,0.13970837
0.186,0.102525525,0.10410126
0.288,0.10139934,0.10251474
0.169,0.087139584,0.08282385
0.092,0.07548886,0.067601256
0.084,0.06547508,0.055268746
0.079,0.048857283,0.036520112
0.048,0.036475204,0.024148474
0.028,0.01760867,0.008615504
0.022,0.005147025,0.0015110737
0.072,2.8306222,2.5669317
4.27,4.4434357,4.31183
5.9,5.388484,5.510681
6.46,6.054662,6.4817433
6.06,6.343492,6.941075
5.19,6.608565,7.374733
7.36,6.9794755,7.9555845
8.31,7.262949,8.335497
9.14,7.514155,8.623039
10.6,7.9752803,9.086015
11.3,8.401407,9.488799
13.3,8.79808,9.860734
14.3,7.9493794,9.154732
9.6,5.6982045,6.9848714
6.8,4.2663984,5.3031926
6.36,3.7312205,4.5521154
5.0,3.3191779,3.8888495
3.6,2.4611714,2.342937
1.72,1.7404289,1.700393
1.19,1.0647187,1.101813
0.70600003,0.68161505,0.7448225
0.576,0.33649936,0.39819506
0.429,0.22254251,0.26863012
0.513,0.21204446,0.25555295
0.283,0.16100194,0.18451686
0.496,0.15933731,0.18187909
0.225,0.1370343,0.14538734
0.152,0.1225659,0.12247522
0.146,0.11128171,0.10558641
0.08,0.089262426,0.07526869
0.074,0.0713385,0.05335823
0.035,0.040923618,0.022738334
0.017,0.013592415,0.0041883904
0.007,3.796556,2.6497085
7.08,6.631719,4.703672
10.3,8.756207,6.3044233
9.19,10.355125,7.560195
8.22,11.565144,8.553178
9.66,12.792768,9.617762
11.0,13.745907,10.508123
10.7,14.583433,11.371575
11.4,15.032128,11.8870945
6.82,12.055309,9.959461
3.94,10.263246,8.735231
2.91,7.1435294,6.541766
2.74,5.33023,5.2150545
2.33,4.432943,4.537581
1.56,2.6164386,3.0965228
1.08,1.4757344,2.0933757
0.703,0.9387702,1.5377071
0.479,0.6633907,1.192276
0.274,0.3925409,0.790807
0.215,0.2151719,0.45569402
0.139,0.14883888,0.2878665
0.072,0.109930284,0.15494281
0.092,0.09881267,0.115675904
0.037,0.09715048,0.11104516
0.085,0.08369865,0.08397366
0.04,0.07230682,0.06675953
0.056,0.060493685,0.0507288
0.051,0.05288542,0.041257855
0.035,0.03946593,0.026308026
0.037,0.02832674,0.0158005
0.019,0.013164666,0.0048647714
0.008,0.003546937,0.0006478243
0.025,4.0126286,2.7797987
5.92,7.000319,4.918821
7.46,9.23189,6.573891
7.86,10.905444,7.8632474
7.8,12.166979,8.876033
8.14,13.124096,9.679466
7.8,14.421472,10.848573
9.11,15.213366,11.644196
8.78,15.725856,12.222073
5.05,11.270762,9.249818
2.94,9.081678,7.7521286
2.74,6.644094,6.042663
2.54,5.4434466,5.178239
2.17,4.2941175,4.330968
1.61,2.3237717,2.8027153
1.22,1.3262333,1.9433448
0.976,0.867474,1.4732169
0.705,0.61845535,1.1490252
0.379,0.3754334,0.76768476
0.269,0.21073514,0.4450746
0.192,0.146532,0.2815015
0.166,0.10752819,0.15139775
0.124,0.09539941,0.10970353
0.091,0.082596436,0.08262075
0.11,0.08221846,0.08199786
0.074,0.070175216,0.06397296
0.089,0.06999752,0.063724846
0.063,0.06027286,0.050711416
0.058,0.052031156,0.040529117
0.041,0.03867638,0.02578948
0.014,0.0131013645,0.004953901
0.01,0.0032491034,0.0005916448
0.047,6.9688945,4.85836
3.84,9.256688,6.4609118
5.28,11.000722,7.694439
6.48,12.560604,8.81756
8.69,13.356707,9.404812
9.89,14.755139,10.486139
13.1,15.605189,11.2136545
12.4,16.140018,11.739989
12.2,14.516484,10.705487
11.6,11.7541895,8.847265
7.85,9.066006,7.055634
4.38,7.032067,5.7127013
3.6,5.491966,4.7038555
2.44,2.7655447,2.932515
1.8,1.3310679,1.9860089
1.2,0.69823724,1.5005821
0.676,0.45324656,1.178685
0.326,0.28411475,0.7961124
0.205,0.17503254,0.46520674
0.201,0.13443446,0.29975018
0.161,0.10809649,0.16333017
0.127,0.107663095,0.16106738
0.212,0.09839781,0.12079809
0.156,0.09794729,0.119334444
0.076,0.086303405,0.092553504
0.093,0.072231896,0.07071603
0.086,0.062396884,0.057123277
0.065,0.05420948,0.046548653
0.041,0.04002314,0.029934749
0.03,0.030014744,0.019693473
0.022,0.012977136,0.0058135237
0.011,0.00304025,0.00070361403
0.106,7.752925,5.1411376
6.73,10.983632,7.310578
9.87,12.566034,8.389329
10.5,14.564475,9.784822
9.66,15.197428,10.240863
11.8,16.773138,11.442347
13.6,17.515333,12.080982
14.2,16.46247,11.505877
11.85,12.967969,9.261459
4.72,10.251418,7.523825
3.18,6.868827,5.369501
2.89,5.8164687,4.7011857
2.2,4.447442,3.8323762
1.66,1.7088622,2.0778039
1.31,0.98097986,1.5725309
0.848,0.65873915,1.2772148
0.525,0.51003146,1.0319237
0.265,0.35923994,0.71242046
0.156,0.22281301,0.4083856
0.154,0.16613473,0.27633387
0.118,0.11299557,0.14837897
0.099,0.094655,0.10588442
0.089,0.09293307,0.10226286
0.072,0.07825244,0.07643678
0.083,0.07781816,0.07579687
0.078,0.06719321,0.061270695
0.05,0.049909033,0.04030318
0.024,0.036444332,0.025904883
0.015,0.026815442,0.01682956
0.011,0.01278895,0.0059436695
0.005,0.003252277,0.00086722296
6.41,14.335791,9.709232
19.3,25.668995,17.351011
19.6,34.634827,23.39684
25.2,41.733902,28.209923
8.85,30.4424,20.787437
6.21,24.138872,16.716108
6.21,20.068981,14.132212
5.11,16.702133,12.025208
5.24,13.298622,9.927045
4.64,10.612122,8.296087
4.53,8.490845,7.025304
4.54,6.815172,6.032258
3.52,3.6146946,4.1541924
2.9,1.6957859,2.9983723
1.97,0.9003235,2.440579
2.99,0.51273966,2.0349565
1.1,0.33339822,1.6095201
0.628,0.23868789,1.0629027
0.313,0.19479033,0.6307777
0.365,0.1780898,0.40019986
0.201,0.16323523,0.23641974
0.154,0.1517438,0.18462394
0.104,0.13115148,0.14090309
0.085,0.113441974,0.11239776
0.084,0.09911531,0.091293015
0.078,0.09861832,0.09058925
0.051,0.08524058,0.072380364
0.075,0.084833466,0.071848944
0.084,0.06508551,0.047783706
0.055,0.04833513,0.030225743
0.037,0.023179706,0.009752605
0.024,0.005382157,0.0010304064
0.174,4.648879,3.1031382
4.74,8.124838,5.409027
7.77,10.72783,7.1334014
8.89,12.681012,8.433387
9.25,14.150409,9.423427
9.06,15.259538,10.186882
10.3,16.741076,11.260459
11.3,16.52424,11.197973
11.2,13.930855,9.507771
5.1,10.508755,7.3097
3.7,7.9597564,5.7012544
2.69,6.0603714,4.522361
2.02,4.6443367,3.6564453
1.71,2.799223,2.5470288
0.967,1.1886294,1.5871145
0.709,0.66835856,1.2504152
0.409,0.43880746,1.0408107
0.172,0.3239953,0.82624257
0.245,0.23115557,0.581144
0.197,0.15220128,0.34796664
0.116,0.11413318,0.22194473
0.045,0.086420074,0.12193886
0.132,0.07620685,0.08877712
0.104,0.064870946,0.065614074
0.06,0.06437225,0.06483979
0.093,0.05567398,0.05251689
0.05,0.047693465,0.042264003
0.05,0.0407548,0.033919834
0.034,0.030215338,0.022321485
0.026,0.022629833,0.014898946
0.013,0.010575401,0.005142045
0.009,0.0025887222,0.00071845495
1.71,1.9429454,1.804721
2.37,2.3279705,2.2689443
2.67,2.5161438,2.4508817
1.62,2.6701493,2.5683584
2.13,2.8101842,2.6666312
4.11,3.3674521,3.0490448
5.05,3.749896,3.3144314
5.18,4.0171266,3.5041878
4.47,4.2083044,3.6446009
4.29,4.3491764,3.7526798
4.71,4.501553,3.8771567
5.92,4.612275,3.9749925
5.46,4.6999073,4.0577946
4.26,4.7743707,4.1316423
3.74,2.8406792,2.3362846
2.83,2.46478,1.8813295
2.53,2.285613,1.7085695
2.19,2.1405008,1.6001841
2.03,2.0092528,1.5109205
1.78,1.4945216,1.1724329
1.16,0.92455226,0.8005174
0.78,0.66712004,0.63033515
0.54,0.5090173,0.517926
0.32,0.44512206,0.46322602
0.3,0.38208428,0.39470395
0.19,0.3370743,0.34099263
0.14,0.29812315,0.29493746
0.13,0.26373425,0.2551281
0.12,0.2333171,0.22069386
0.11,0.20640844,0.19090728
0.53,0.90113264,0.6324158
0.53,1.1705775,0.8153883
0.56,1.2757134,0.8867309
0.34,1.3352844,0.9286018
0.31,1.3797915,0.96115655
1.04,1.530034,1.079193
0.59,1.6183287,1.1559256
1.32,1.6738107,1.2084225
1.67,1.711498,1.2464046
1.52,1.7394522,1.2756284
0.88,1.7720287,1.3101053
1.51,1.7991289,1.3384784
1.67,1.8235773,1.3636103
1.67,1.8465012,1.3868206
1.42,0.9483387,0.7573923
1.01,0.681846,0.5773853
0.76,0.57964474,0.50898725
0.53,0.52299166,0.47004062
0.51,0.48138577,0.44039038
0.27,0.34541458,0.33660194
0.23,0.22910264,0.23465113
0.15,0.18961291,0.19330145
0.12,0.16689102,0.16685021
0.11,0.15393078,0.15227883
0.074,0.13326155,0.13061275
0.057,0.1155792,0.11252951
0.054,0.10024816,0.096971445
0.045,0.08695083,0.08356533
0.038,0.07541732,0.07201265
0.034,0.06541366,0.062057074
0.12,1.3740897,1.0709532
0.92,1.7281824,1.4037188
1.21,1.8831543,1.5390947
1.39,1.9913671,1.6184878
1.37,2.0820382,1.6792041
1.88,2.4005425,1.8938048
0.94,2.5808828,2.0295029
2.0,2.687256,2.1199396
1.97,2.7538877,2.183737
2.13,2.7991154,2.231719
1.9,2.8470054,2.2870584
2.51,2.883948,2.3316891
2.18,2.916282,2.3706625
2.67,2.946498,2.4062562
1.98,1.5763389,1.3398579
1.22,1.2261586,1.011608
0.97,1.0750822,0.88070995
0.88,0.9707487,0.80575806
0.8,0.8839417,0.74944764
0.59,0.5845528,0.55637723
0.38,0.33521602,0.37107903
0.27,0.25977486,0.29752466
0.24,0.22795217,0.25053138
0.2,0.21657297,0.22419608
0.12,0.20128353,0.1851516
0.084,0.18762158,0.15359148
0.083,0.17489992,0.12743732
0.063,0.16304116,0.10573781
0.049,0.15198646,0.08773325
0.048,0.14168131,0.072794415
1.22,1.9553616,1.81646
1.78,2.340625,2.2807696
2.37,2.5281892,2.4624028
2.64,2.6816692,2.5799084
2.71,2.8213093,2.6783664
3.62,3.378031,3.0620341
4.74,3.7612827,3.3286
5.13,4.0298214,3.5193517
6.0,4.2223787,3.6605623
5.67,4.3645067,3.7692614
5.71,4.518401,3.8944
5.64,4.6302085,3.992664
5.65,4.718583,4.0757427
6.95,4.7935443,4.149771
5.72,5.0363054,4.401472
5.95,5.239766,4.613485
5.91,3.2907379,2.803563
4.57,2.9117813,2.3457603
4.3,2.7304978,2.170602
3.73,2.583272,2.0595398
3.57,2.4498606,1.9674942
2.46,1.9238951,1.6154245
1.6,1.3317418,1.21905
1.23,1.0542893,1.027203
0.94,0.8701538,0.8857955
0.68,0.78352433,0.8049492
0.46,0.680746,0.69014615
0.31,0.6010973,0.59655726
0.24,0.53157634,0.51602054
0.22,0.4701627,0.44638312
0.17,0.41584972,0.38614532
0.14,0.36781138,0.33403653
0.43,1.1719989,0.77306664
0.47,1.2887634,0.84643334
0.51,1.3506801,0.88883144
0.66,1.3932334,0.9209848
0.98,1.5230596,1.0343474
1.01,1.5938673,1.1065719
1.05,1.6371058,1.1554649
0.88,1.6668282,1.1907567
1.23,1.68982,1.2180479
1.22,1.7183734,1.250649
0.137,1.7436302,1.2779272
1.39,1.7672365,1.3024025
1.05,1.7897635,1.3251922
0.89,0.9127181,0.737717
0.59,0.6236201,0.55799025
0.53,0.509761,0.48752674
0.51,0.45073503,0.44801316
0.45,0.41105816,0.41872624
0.32,0.29540378,0.31943837
0.24,0.20869729,0.22531053
0.2,0.18205468,0.18833148
0.15,0.16511461,0.16449781
0.13,0.15333325,0.15066199
0.095,0.13304898,0.12925397
0.072,0.11549902,0.11122794
0.07,0.100264646,0.09572821
0.054,0.0870397,0.082388826
0.062,0.07555913,0.070908256
0.051,0.06559285,0.06102746
0.81,1.6897361,1.4798535
1.13,2.0561264,1.9321334
1.54,2.2404244,2.1188586
1.48,2.3882017,2.2323496
1.83,2.5192165,2.321595
2.39,3.006135,2.6461358
3.28,3.3037295,2.856683
3.21,3.4909716,2.9994774
3.17,3.613806,3.1011622
3.06,3.6989825,3.177722
2.13,3.7883463,3.2653484
3.63,3.854502,3.3349915
4.17,3.909886,3.394992
4.62,3.9600303,3.4492798
4.19,2.2767372,1.9763478
3.18,1.9167459,1.5309256
2.65,1.7388057,1.3509966
2.02,1.597348,1.2442422
1.9,1.4726169,1.1616763
1.48,1.0166514,0.8697376
0.84,0.5919237,0.5781234
0.6,0.44222093,0.45761955
0.45,0.37140733,0.38041872
0.43,0.34757915,0.33913
0.35,0.32137445,0.28043622
0.28,0.29936925,0.23341791
0.18,0.27895805,0.19435368
0.16,0.2599419,0.16183041
0.15,0.24222218,0.13474976
0.13,0.22571038,0.11220077
1.23,2.0759425,1.6103426
1.99,2.6076193,2.1004415
2.41,2.8372815,2.2974694
2.8,2.996639,2.4130454
2.83,3.1302137,2.5018034
2.89,3.6031513,2.8168652
3.06,3.8749244,3.0165062
4.11,4.037264,3.1498866
3.43,4.139849,3.2443056
3.23,4.2097325,3.3156154
3.57,4.283539,3.3982995
4.87,4.340006,3.465368
3.65,4.3890386,3.5241914
4.97,4.434625,3.5780869
4.33,2.3646014,1.9746517
2.98,1.8388143,1.4914026
2.72,1.6150143,1.3011695
2.5,1.4614931,1.1923349
2.33,1.3337303,1.1102666
1.52,0.8895268,0.827923
0.84,0.5115451,0.5570785
0.66,0.39373523,0.4496904
0.48,0.34300116,0.3810223
0.39,0.32515043,0.34237304
0.33,0.30196735,0.28470054
0.24,0.28142124,0.2377488
0.2,0.26229888,0.1985787
0.19,0.25323096,0.18148541
0.82,1.442011,1.4257013
1.48,1.7071123,1.8216629
1.27,1.8568996,1.9854827
1.59,1.9852759,2.0924315
2.36,2.1015131,2.181415
2.08,2.5460513,2.5233054
2.81,2.8306987,2.7563345
3.52,3.0178685,2.9198935
3.77,3.1455443,3.038631
4.05,3.236846,3.1283123
4.51,3.3348117,3.2293897
5.1,3.4078665,3.3070624
4.05,3.4686193,3.3716574
3.9,3.5230653,3.4284995
2.62,2.0880127,2.009959
2.28,1.8298146,1.6210756
2.18,1.686879,1.4642553
1.89,1.5653065,1.3642309
1.66,1.4558282,1.2821007
1.25,1.0445007,0.9735023
0.84,0.6368829,0.6394518
0.59,0.47995687,0.4892415
0.53,0.3988813,0.39113188
0.36,0.37031585,0.34335247
0.22,0.34069246,0.28342733
0.16,0.31680843,0.23741916
0.13,0.294772,0.19911885
0.11,0.27427715,0.16701347
0.1,0.25520775,0.14008577
0.091,0.23746417,0.11749973
0.1,0.96057785,0.6474231
0.14,1.2624991,0.83267224
0.6,1.377519,0.90428287
0.63,1.4371505,0.9461829
0.77,1.4783448,0.9787597
1.05,1.609397,1.0968637
1.16,1.6853329,1.1735396
1.37,1.7334079,1.2259445
1.31,1.7667626,1.2638429
0.8,1.7922485,1.293005
1.22,1.8230512,1.3274318
1.57,1.8495247,1.3557944
1.41,1.8738409,1.3809412
1.56,1.8968359,1.4041814
1.67,0.9392451,0.7597504
1.3,0.6402939,0.5774716
0.94,0.5282276,0.50881064
0.75,0.4715336,0.46983993
0.59,0.43326098,0.44017288
0.39,0.31658828,0.3363443
0.19,0.22026767,0.23460141
0.16,0.18779047,0.19345887
0.17,0.16774148,0.16716243
0.11,0.1550587,0.15264079
0.092,0.13403507,0.13098788
0.075,0.11598795,0.112895556
0.057,0.10037331,0.097323
0.049,0.08686081,0.083899364
0.043,0.0751674,0.07232727
0.042,0.06504818,0.0623513
0.5,1.1337895,0.8395559
0.72,1.2268119,0.90896255
0.8,1.2843719,0.95049006
0.92,1.3307593,0.983477
1.1,1.4996498,1.1056767
1.2,1.6056635,1.1864551
1.31,1.674971,1.2422593
1.24,1.7226126,1.2827618
1.56,1.7574008,1.3138285
1.53,1.7961701,1.3501208
2.27,1.8264989,1.3795567
2.1,1.8525943,1.405309
2.16,1.8763576,1.4288913
1.27,0.9846714,0.77339005
1.05,0.7486354,0.59536135
1.02,0.65861166,0.5289327
0.99,0.6040281,0.49036092
1.05,0.56059605,0.46030846
0.91,0.40619108,0.35248518
0.48,0.258592,0.24336867
0.37,0.20246896,0.19779555
0.19,0.17049855,0.16863912
0.16,0.15520759,0.15322961
0.1,0.13389805,0.13122165
0.092,0.11619607,0.11306425
0.076,0.10086207,0.09745368
0.072,0.08755276,0.08400015
0.051,0.07599974,0.07240395
0.046,0.065971196,0.062408622
0.53,0.79029757,0.62828225
0.63,0.9857084,0.80449283
0.71,1.0680311,0.8732889
0.96,1.125497,0.91482514
0.92,1.1745924,0.94790536
1.03,1.3588948,1.0708748
1.25,1.4762723,1.1526345
1.29,1.5534369,1.2093455
1.52,1.606317,1.2505798
0.46,1.6444757,1.2821921
2.27,1.686017,1.3190105
1.76,1.7174976,1.3487188
1.95,1.7438934,1.3745838
1.89,1.7675313,1.3981829
2.16,1.7750074,1.4056925
2.1,0.98765516,0.78037214
1.67,0.7951658,0.60710114
1.22,0.71574193,0.54122275
0.97,0.661153,0.50258356
0.84,0.6149139,0.47238007
0.71,0.4446084,0.36351225
0.49,0.27685148,0.2520021
0.32,0.21124816,0.20467569
0.31,0.17418295,0.17403837
0.3,0.15770736,0.15784435
0.12,0.13637516,0.13490325
0.11,0.118946366,0.11606316
0.079,0.103792965,0.09989448
0.11,0.090572305,0.08598034
0.075,0.07903574,0.07400439
0.065,0.06896863,0.06369654
0.85,1.7044492,1.2937095
1.1,2.1433754,1.6496811
1.33,2.3189118,1.7866762
1.43,2.4334505,1.8690089
1.45,2.5284789,1.9345766
2.5,2.8806763,2.1780791
2.23,3.1041112,2.339489
2.42,3.2509797,2.4512336
3.03,3.3519664,2.5324535
3.36,3.4253378,2.5947933
1.43,3.5061529,2.6676145
2.29,3.5683243,2.7266333
1.16,3.6210785,2.7782218
3.63,3.6686797,2.8254328
2.88,1.9703102,1.5377774
1.67,1.5374119,1.187812
1.48,1.3678536,1.0567766
1.33,1.2592462,0.9803595
1.17,1.170104,0.920664
0.89,0.846725,0.7059296
0.68,0.5314778,0.4877357
0.42,0.40932158,0.39620066
0.36,0.34001982,0.33757156
0.33,0.3083204,0.3067143
0.21,0.2660587,0.2628501
0.21,0.23132381,0.22668894
0.18,0.20120126,0.19557527
0.15,0.17500468,0.1687357
0.12,0.15221906,0.14557962
0.1,0.13240013,0.12560134
0.12,1.6521058,1.1802462
1.03,2.1528845,1.5456902
1.57,2.3581648,1.6934043
1.37,2.48099,1.7795628
1.4,2.575215,1.8453614
1.77,2.8921132,2.079295
2.41,3.0724134,2.229554
2.03,3.182488,2.331649
1.55,3.2557862,2.4052794
2.24,3.3096519,2.4619465
2.31,3.3724482,2.5290408
2.58,3.4250822,2.5845723
2.37,3.4729261,2.633985
2.66,3.5180192,2.679741
2.92,3.5325933,2.6943974
3.05,1.9559747,1.5893377
1.92,1.4605904,1.2292298
1.42,1.2606786,1.0868222
1.21,1.1431967,1.0059409
1.04,1.0542892,0.94539106
0.73,0.76360726,0.7372806
0.55,0.5238593,0.5345701
0.48,0.4450205,0.45140314
0.33,0.39800036,0.39507818
0.28,0.3688765,0.36130118
0.23,0.32061836,0.30881417
0.17,0.27897584,0.26478174
0.16,0.24274778,0.22706054
0.16,0.21122447,0.19471444
0.15,0.18379477,0.1669763
0.14,0.1599271,0.14318961
0.92,1.3936067,1.1716983
1.75,1.7264608,1.5148907
2.05,1.8797593,1.6528171
2.02,1.9952263,1.7365372
2.08,2.0963829,1.8029774
1.92,2.47849,2.0492527
2.21,2.7211123,2.2132072
2.08,2.8797882,2.3270657
2.28,2.9877799,2.409875
2.67,3.0650651,2.4733202
2.85,3.148304,2.5470817
2.99,3.2106647,2.6064327
3.19,3.2625542,2.6579657
3.39,3.3088386,2.704879
2.06,1.9211203,1.5391827
1.61,1.5941007,1.2019413
1.42,1.4465857,1.0699172
1.26,1.3368537,0.99205273
1.19,1.2413863,0.93142307
0.83,0.88710886,0.7135796
0.53,0.53894734,0.4899492
0.43,0.40411246,0.39484546
0.3,0.3299279,0.33351567
0.25,0.2985824,0.30148438
0.21,0.25948626,0.25665018
0.18,0.22767404,0.22006148
0.14,0.1998644,0.18877335
0.13,0.1754564,0.16193828
0.12,0.15402943,0.13891816
0.1,0.13521914,0.11917044
0.29,0.83715475,0.6654824
0.69,1.030229,0.8392668
0.6,1.1084751,0.90534574
0.57,1.1633176,0.9460449
0.72,1.2108041,0.97917587
0.72,1.3948501,1.1047509
1.02,1.518088,1.1894293
1.14,1.60262,1.2487029
0.53,1.6624086,1.2920014
1.16,1.7063321,1.3251995
1.1,1.7542379,1.363674
0.79,1.7898543,1.394431
1.44,1.8188593,1.4209691
1.55,1.8441435,1.4450227
1.42,1.0101687,0.7826125
1.2,0.82023764,0.6118735
0.95,0.7451001,0.5488142
0.66,0.6933337,0.5111101
0.58,0.6488923,0.4809507
0.35,0.47965991,0.36990988
0.23,0.2998752,0.25364932
0.2,0.22248149,0.20331529
0.14,0.17596573,0.17087029
0.11,0.15611951,0.1544131
0.083,0.13356,0.13208355
0.067,0.116226785,0.113963515
0.047,0.10127515,0.09838693
0.044,0.08825566,0.08494271
0.034,0.076910466,0.0733358
0.029,0.06702373,0.06331491
1.04,2.511464,1.996447
1.76,3.0906868,2.5177999
1.78,3.3254254,2.716037
2.21,3.4899528,2.8381345
